,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
522416,1835,2371,4,974878041,M,25,19,11501,Fletch (1985),Comedy,False
18710,3483,2687,4,986326709,F,45,7,30260,Tarzan (1999),Animation|Children's,False
239603,5785,47,4,959869190,F,25,7,60607,Seven (Se7en) (1995),Crime|Thriller,False
191586,4506,2997,3,964980805,M,50,16,29464,Being John Malkovich (1999),Comedy,False
326524,3280,3717,4,982258754,M,25,7,33486,Gone in 60 Seconds (2000),Action|Crime,False
691478,195,2064,5,1031640689,M,25,12,10458,Roger & Me (1989),Comedy|Documentary,False
382785,2181,2686,3,974609645,M,25,0,45245,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
997772,4169,1793,2,973310368,M,50,0,66048,Welcome to Woop-Woop (1997),Comedy,False
793960,4277,3364,5,967619801,M,35,16,98133,"Asphalt Jungle, The (1950)",Crime|Film-Noir,False
588145,4843,2731,5,962846808,M,56,1,04032,"400 Blows, The (Les Quatre cents coups) (1959)",Drama,False
915747,5878,956,4,957550402,F,25,0,60640,Penny Serenade (1941),Drama|Romance,False
413491,5257,1223,5,961261473,F,25,2,10019,"Grand Day Out, A (1992)",Animation|Comedy,False
704107,4861,3752,1,962828087,M,25,4,04309,"Me, Myself and Irene (2000)",Comedy,False
228252,3266,2333,5,968212235,F,25,4,95616,Gods and Monsters (1998),Drama,False
554151,2109,2046,3,974661583,M,25,16,13090,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,False
807490,1396,3028,4,974765114,F,25,12,94530,"Taming of the Shrew, The (1967)",Comedy,False
537210,2236,3189,3,974597016,M,1,10,96782,My Dog Skip (1999),Comedy,False
308671,4347,1885,3,965218153,F,18,20,77304,"Opposite of Sex, The (1998)",Comedy|Drama,False
347694,2793,1674,4,980378594,M,35,7,70116,Witness (1985),Drama|Romance|Thriller,False
674122,5522,2348,5,960090998,M,25,14,02460,Sid and Nancy (1986),Drama,False
402383,3265,1060,5,968260197,M,25,15,53704,Swingers (1996),Comedy|Drama,False
592315,692,141,5,975738697,F,25,0,85207,"Birdcage, The (1996)",Comedy,False
893780,5682,3285,4,1029457050,M,18,0,23455-4959,"Beach, The (2000)",Adventure|Drama,False
282770,5082,2599,5,962407003,M,35,1,23185,Election (1999),Comedy,False
440678,4832,592,4,962998736,M,25,14,17857,Batman (1989),Action|Adventure|Crime|Drama,False
136347,1015,593,5,975012972,M,35,3,11220,"Silence of the Lambs, The (1991)",Drama|Thriller,False
678975,5017,2019,5,962582730,M,35,12,91104,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,False
324466,3000,2406,2,970621738,M,25,4,55408,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
829347,5361,1300,3,960529598,F,50,16,92026,My Life as a Dog (Mitt liv som hund) (1985),Drama,False
235447,602,3793,1,975878025,F,56,6,14612,X-Men (2000),Action|Sci-Fi,False
920408,3618,82,2,967117411,M,56,17,22657,Antonia's Line (Antonia) (1995),Drama,False
701450,1845,2367,3,974697198,M,25,2,10002,King Kong (1976),Action|Adventure|Horror,False
976985,1605,3127,3,996242182,F,18,0,28270,Holy Smoke (1999),Drama,False
485848,3499,3701,4,967234273,M,25,3,77006,Alien Nation (1988),Crime|Drama|Sci-Fi,False
63791,2496,648,2,974260342,M,50,1,37932,Mission: Impossible (1996),Action|Adventure|Mystery,False
514961,5091,2005,2,963677057,M,25,17,19810,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
368587,1495,741,5,974761071,M,18,0,77341,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,False
199040,5676,1261,4,958675496,M,25,20,78746,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
378674,1712,337,3,1012108641,M,25,0,73003,What's Eating Gilbert Grape (1993),Drama,False
554673,3884,1753,2,965814708,M,18,4,78759,Half Baked (1998),Comedy,False
940218,5143,1599,1,963235800,M,18,4,44502,Steel (1997),Action,False
203382,3563,3552,4,966788101,M,25,2,33133,Caddyshack (1980),Comedy,False
151810,5056,235,5,962486695,M,45,1,16673,Ed Wood (1994),Comedy|Drama,False
938304,4725,810,3,963376006,M,35,5,96707-1321,Kazaam (1996),Children's|Comedy|Fantasy,False
757828,3292,3707,4,968100267,F,50,6,79410,Nine 1/2 Weeks (1986),Drama,False
896266,1680,193,5,974843549,M,25,20,95380,Showgirls (1995),Drama,False
62521,3394,2194,4,967492131,M,35,7,90069,"Untouchables, The (1987)",Action|Crime|Drama,False
453178,1926,1282,5,974775046,F,1,0,95404,Fantasia (1940),Animation|Children's|Musical,False
79911,4826,434,4,962913553,M,45,12,55436,Cliffhanger (1993),Action|Adventure|Crime,False
481351,4508,3489,1,964980264,M,25,20,15701,Hook (1991),Adventure|Fantasy,False
269415,2581,1279,4,973890047,M,25,11,60611,Night on Earth (1991),Comedy|Drama,False
550323,5942,2109,3,957206126,M,45,1,01867,"Jerk, The (1979)",Comedy,False
944009,796,2877,4,978700701,M,50,6,98237,Tommy (1975),Drama|Musical,False
876658,2793,991,5,972934833,M,35,7,70116,Michael Collins (1996),Drama|War,False
578390,5568,2641,3,959309758,M,18,4,49841,Superman II (1980),Action|Adventure|Sci-Fi,False
628307,2503,1185,1,974085222,M,35,17,19360,My Left Foot (1989),Drama,False
490408,3884,858,5,965815825,M,18,4,78759,"Godfather, The (1972)",Action|Crime|Drama,False
802676,5026,3062,4,962775137,M,25,17,92584,"Longest Day, The (1962)",Action|Drama|War,False
553719,4227,3928,4,971720607,M,25,19,11414-2520,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,False
770130,4899,1285,4,969317212,M,25,12,94402,Heathers (1989),Comedy,False
216406,2244,1036,4,974598518,M,1,10,60565,Die Hard (1988),Action|Thriller,False
787913,5615,2950,2,959307239,M,35,7,07028,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,False
873062,1931,366,3,974690778,M,25,2,94114,Wes Craven's New Nightmare (1994),Horror,False
944354,3963,3754,5,1018673017,M,50,20,30030,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,False
734383,4904,1199,5,962685042,M,50,15,63121,Brazil (1985),Sci-Fi,False
257346,1698,2282,4,975875507,M,35,2,97214,Pecker (1998),Comedy|Drama,False
904884,2185,1228,5,975365311,M,45,17,27502,Raging Bull (1980),Drama,False
736789,372,2808,4,977330792,F,18,4,72227,Universal Soldier (1992),Action|Sci-Fi,False
475455,984,915,4,975117725,M,50,16,92129,Sabrina (1954),Comedy|Romance,False
923925,4577,973,4,964403273,M,35,7,48306,Meet John Doe (1941),Drama,False
604602,676,1396,3,975684015,M,18,16,55129,Sneakers (1992),Crime|Drama|Sci-Fi,False
180525,1141,3893,5,975033986,F,25,3,84770,Nurse Betty (2000),Comedy|Thriller,False
923832,4222,637,3,965314221,F,45,17,55976,Sgt. Bilko (1996),Comedy,False
70463,2592,3468,4,973828854,M,50,7,80004-4448,"Hustler, The (1961)",Drama,False
468856,5557,2746,4,959439947,M,35,14,33701,Little Shop of Horrors (1986),Comedy|Horror|Musical,False
418111,2098,1307,4,974653635,M,35,20,48067,When Harry Met Sally... (1989),Comedy|Romance,False
990437,4169,2446,4,976588931,M,50,0,66048,In Dreams (1999),Thriller,False
450062,42,316,4,978039711,M,25,8,24502,Stargate (1994),Action|Adventure|Sci-Fi,False
930997,4285,3710,4,965281840,M,35,0,62704,Action Jackson (1988),Action|Comedy,False
302521,5269,3266,4,961168954,M,18,0,37211,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama,False
365290,3457,161,2,967240772,M,25,20,19083,Crimson Tide (1995),Drama|Thriller|War,False
813076,5738,3429,5,958415272,M,25,12,55406,Creature Comforts (1990),Animation|Comedy,False
951917,4058,1389,3,965491922,M,25,6,73118,Jaws 3-D (1983),Action|Horror,False
718905,3201,3052,4,968625423,M,45,7,35216,Dogma (1999),Comedy,False
977872,4994,2475,5,962592045,M,45,17,56001,52 Pick-Up (1986),Action|Mystery|Thriller,False
461297,5114,2161,5,962312540,F,1,10,22932,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
320383,2102,34,3,974652700,M,25,11,48825,Babe (1995),Children's|Comedy|Drama,False
325050,5532,2406,4,959620034,M,25,17,27408,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
741278,2665,196,4,974739641,M,35,11,98443,Species (1995),Horror|Sci-Fi,False
625560,727,2888,4,979458125,M,35,11,94061,Drive Me Crazy (1999),Comedy|Romance,False
846958,5329,1603,3,960836964,F,25,5,91773,Mimic (1997),Sci-Fi|Thriller,False
634060,3314,2752,3,967948020,M,25,7,06516,Outrageous Fortune (1987),Comedy|Mystery,False
307895,5333,994,4,960829641,F,25,7,02332,Big Night (1996),Drama,False
576449,1698,3785,3,974772094,M,35,2,97214,Scary Movie (2000),Comedy|Horror,False
295663,698,1517,5,1015124509,M,18,4,76401,Austin Powers: International Man of Mystery (1997),Comedy,False
815626,6000,1183,2,956881922,M,45,17,30075,"English Patient, The (1996)",Drama|Romance|War,False
388928,3778,1673,3,966046142,M,25,0,61832,Boogie Nights (1997),Drama,False
332079,1687,3524,4,974712589,M,25,3,85013,Arthur (1981),Comedy|Romance,False
722877,4028,2413,4,966200378,M,25,4,02140,Clue (1985),Comedy|Mystery,False
763068,927,719,3,975194875,F,25,20,91105,Multiplicity (1996),Comedy,False
209398,4961,2871,4,962636966,M,25,7,46220,Deliverance (1972),Adventure|Thriller,False
861983,2063,2846,4,975743432,M,25,4,43138,"Adventures of Milo and Otis, The (1986)",Children's,False
790113,2116,1588,4,983027809,M,18,4,49546,George of the Jungle (1997),Children's|Comedy,False
976940,3576,1232,4,966721680,M,50,7,68046,Stalker (1979),Mystery|Sci-Fi,False
347380,840,1674,5,976213854,F,25,3,02828,Witness (1985),Drama|Romance|Thriller,False
905054,3808,1228,3,965971570,M,25,7,60010,Raging Bull (1980),Drama,False
796133,5841,930,5,957824587,F,35,7,10024,Notorious (1946),Film-Noir|Romance|Thriller,False
246544,2078,1909,3,974660341,M,18,4,13323,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,False
515542,3490,1204,5,967049012,M,25,0,74136,Lawrence of Arabia (1962),Adventure|War,False
221256,1150,3527,3,974871342,F,25,20,75226,Predator (1987),Action|Sci-Fi|Thriller,False
536603,4115,2529,4,965362343,M,25,15,99353,Planet of the Apes (1968),Action|Sci-Fi,False
708732,2756,1754,3,973193166,M,18,4,97331,Fallen (1998),Action|Mystery|Thriller,False
890736,3999,1627,1,965577802,M,35,17,30701,U Turn (1997),Action|Crime|Mystery,False
734206,3678,1199,2,967053468,M,25,0,06880,Brazil (1985),Sci-Fi,False
77306,3695,3578,4,966304815,M,25,2,98502,Gladiator (2000),Action|Drama,False
929808,4930,362,4,962653534,M,50,17,63033,"Jungle Book, The (1994)",Adventure|Children's|Romance,False
923923,4510,973,3,964991081,M,45,7,92503,Meet John Doe (1941),Drama,False
84758,5371,1610,4,978983979,M,25,11,55408,"Hunt for Red October, The (1990)",Action|Thriller,False
221860,3996,3527,4,965583744,M,18,14,32825,Predator (1987),Action|Sci-Fi|Thriller,False
809414,4497,3200,5,964999546,M,50,0,29678,"Last Detail, The (1973)",Comedy|Drama,False
623304,5036,2722,3,962550203,M,35,7,14850,Deep Blue Sea (1999),Action|Sci-Fi|Thriller,False
858548,2063,880,3,975378505,M,25,4,43138,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,False
112381,1117,442,3,975693879,M,18,14,10017,Demolition Man (1993),Action|Sci-Fi,False
158637,3774,2501,4,966041221,M,25,0,52556,October Sky (1999),Drama,False
125041,2457,2353,4,974179862,M,25,0,60656,Enemy of the State (1998),Action|Thriller,False
994581,3032,1837,4,970350032,M,25,0,47303,"Odd Couple II, The (1998)",Comedy,False
420093,230,3358,3,976822056,M,45,1,43210,Defending Your Life (1991),Comedy|Romance,False
609494,4277,1625,5,965387347,M,35,16,98133,"Game, The (1997)",Mystery|Thriller,False
132548,1414,736,3,974761378,M,18,4,85035,Twister (1996),Action|Adventure|Romance|Thriller,False
584592,5014,2528,3,962588544,M,45,0,92626,Logan's Run (1976),Action|Adventure|Sci-Fi,False
167205,543,3095,4,976156661,M,25,5,55057,"Grapes of Wrath, The (1940)",Drama,False
525727,4706,3175,3,963526477,M,25,14,68502,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
557002,1687,2710,4,974713983,M,25,3,85013,"Blair Witch Project, The (1999)",Horror,False
397383,4345,300,3,966267125,F,25,14,44304,Quiz Show (1994),Drama,False
20272,411,2797,4,978452515,F,45,1,43214,Big (1988),Comedy|Fantasy,False
528554,963,2012,3,975121224,M,25,0,48197,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
257566,5826,2282,3,957914722,M,18,4,60201,Pecker (1998),Comedy|Drama,False
634925,1202,3638,2,974844301,M,35,12,97006,Moonraker (1979),Action|Romance|Sci-Fi,False
596662,5779,748,4,958164278,M,25,5,10011,"Arrival, The (1996)",Action|Sci-Fi|Thriller,False
595878,1860,160,2,978837370,M,56,16,94591,Congo (1995),Action|Adventure|Mystery|Sci-Fi,False
509632,4373,2000,5,965179435,M,50,12,32920,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
7520,4268,1197,3,965303475,F,45,20,04046,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
294389,219,1513,2,976838582,F,25,4,55113,Romy and Michele's High School Reunion (1997),Comedy,False
786865,5880,1713,2,957670626,M,25,1,08904,Mouse Hunt (1997),Children's|Comedy,False
362464,2109,2712,4,974658730,M,25,16,13090,Eyes Wide Shut (1999),Drama,False
376204,4053,111,4,965496339,M,25,18,36264,Taxi Driver (1976),Drama|Thriller,False
318734,352,1243,2,976330020,M,18,4,60115,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,False
578686,624,3479,2,975788241,M,25,1,75207,Ladyhawke (1985),Adventure|Fantasy|Romance,False
503577,3892,3593,1,965799070,M,25,20,91505,Battlefield Earth (2000),Action|Sci-Fi,False
716034,676,2671,4,975649310,M,18,16,55129,Notting Hill (1999),Comedy|Romance,False
620185,2590,2701,1,973931110,M,18,4,94044,Wild Wild West (1999),Action|Sci-Fi|Western,False
232586,2761,866,4,973146743,M,35,6,80917,Bound (1996),Crime|Drama|Romance|Thriller,False
622792,186,2722,4,977059892,M,18,5,91767,Deep Blue Sea (1999),Action|Sci-Fi|Thriller,False
233420,2888,2770,2,972059501,M,25,14,55438,Bowfinger (1999),Comedy,False
651440,149,2985,4,977590275,M,25,1,29205,Robocop (1987),Action|Crime|Sci-Fi,False
949659,3311,1988,1,967961861,M,25,4,90039,Hello Mary Lou: Prom Night II (1987),Horror,False
302928,4736,3267,3,963632711,M,18,20,91505,"Mariachi, El (1992)",Action|Thriller,False
964545,4289,3385,3,965275787,M,35,14,32068,Volunteers (1985),Comedy,False
402341,3018,1060,4,970608000,M,35,0,45242,Swingers (1996),Comedy|Drama,False
248851,735,3006,5,975478661,M,25,14,04240,"Insider, The (1999)",Drama,False
890543,4305,1623,2,1041432903,F,45,17,27616,Wishmaster (1997),Horror,False
41426,5091,150,5,962390601,M,25,17,19810,Apollo 13 (1995),Drama,False
434631,3311,2133,3,967960383,M,25,4,90039,Adventures in Babysitting (1987),Adventure|Comedy,False
256430,977,3513,2,975106298,M,25,2,80110,Rules of Engagement (2000),Drama|Thriller,False
247459,4471,224,3,973202789,M,25,6,94108,Don Juan DeMarco (1995),Comedy|Drama|Romance,False
561358,2214,249,4,974602903,F,25,1,46807,Immortal Beloved (1994),Drama|Romance,False
151004,5733,1955,5,958447631,M,25,4,48109,Kramer Vs. Kramer (1979),Drama,False
449159,3010,2657,2,970522871,M,25,12,78759,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
829747,4483,3844,4,965016279,F,25,6,72703,Steel Magnolias (1989),Drama,False
24536,3129,1270,4,969290601,M,25,7,21117,Back to the Future (1985),Comedy|Sci-Fi,False
622659,4048,2720,3,965500027,F,35,1,89431,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,False
723992,808,3661,2,975393663,M,25,7,85226,Puppet Master II (1990),Horror|Sci-Fi|Thriller,False
231812,3538,1466,3,966885308,M,35,0,40504,Donnie Brasco (1997),Crime|Drama,False
694233,831,2160,4,975364033,F,45,0,20874,Rosemary's Baby (1968),Horror|Thriller,False
816346,3998,2637,3,965577124,M,45,0,74354,"Mummy's Hand, The (1940)",Horror,False
497433,4732,435,3,963332535,M,25,14,24450,Coneheads (1993),Comedy|Sci-Fi,False
997823,752,1668,4,975613006,F,25,3,97401,One Night Stand (1997),Drama,False
417069,3002,1233,5,1034190429,M,45,11,90028,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
924983,2427,2434,5,990799454,F,25,14,94010,Down in the Delta (1998),Drama,False
826529,3842,3169,4,976516873,F,35,16,92054,"Falcon and the Snowman, The (1984)",Drama,False
36153,5397,588,2,963416073,M,18,0,60451,Aladdin (1992),Animation|Children's|Comedy|Musical,False
577823,1597,2641,5,989847215,M,25,12,10002,Superman II (1980),Action|Adventure|Sci-Fi,False
216095,1087,1036,4,976132217,M,25,16,08826,Die Hard (1988),Action|Thriller,False
371496,5550,1711,1,959470705,M,35,15,48187,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,False
973326,3491,2513,4,967065014,M,25,16,28542,Pet Sematary (1989),Horror,False
538141,1392,2021,1,974766289,M,45,3,90006,Dune (1984),Fantasy|Sci-Fi,False
414343,2756,3623,3,973193249,M,18,4,97331,Mission: Impossible 2 (2000),Action|Thriller,False
910247,1899,1951,4,974776169,F,45,6,02135,Oliver! (1968),Musical,False
894942,2737,242,4,973225572,M,25,3,50311,Farinelli: il castrato (1994),Drama|Musical,False
966911,1749,2859,3,974841568,M,25,2,10040,Stop Making Sense (1984),Documentary,False
413696,4362,1446,3,965188975,M,25,17,85016,Kolya (1996),Comedy,False
652513,5433,2985,4,960047705,F,35,17,45014,Robocop (1987),Action|Crime|Sci-Fi,False
306352,4258,2683,3,965305967,M,25,17,19711,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
730076,5013,1248,4,962584629,M,18,4,26241,Touch of Evil (1958),Crime|Film-Noir|Thriller,False
762091,1680,1920,5,974790762,M,25,20,95380,Small Soldiers (1998),Animation|Children's|Fantasy|War,False
609110,1841,1625,4,974700071,M,18,0,95037,"Game, The (1997)",Mystery|Thriller,False
754373,2484,3361,5,974146304,M,45,5,31901,Bull Durham (1988),Comedy,False
195478,60,1580,2,977931677,M,50,1,72118,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
672446,1778,1391,4,974781195,M,18,4,94704,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
274575,1182,968,5,974917565,M,1,10,91326,Night of the Living Dead (1968),Horror|Sci-Fi,False
552211,5686,1676,2,958603642,M,56,16,60610,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
932168,4663,417,4,963864013,M,25,4,92037,Barcelona (1994),Comedy|Romance,False
481256,3778,3489,1,966044647,M,25,0,61832,Hook (1991),Adventure|Fantasy,False
71119,792,1210,4,975423774,M,25,17,01002,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
932729,4506,2971,4,964982382,M,50,16,29464,All That Jazz (1979),Musical,False
29660,2156,1097,3,974626331,M,18,19,55912,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
222065,4961,3527,3,962636618,M,25,7,46220,Predator (1987),Action|Sci-Fi|Thriller,False
240916,15,296,3,978197928,M,25,7,22903,Pulp Fiction (1994),Crime|Drama,False
367997,5061,1701,3,962485848,F,18,19,05070,Deconstructing Harry (1997),Comedy|Drama,False
700338,5054,1994,3,962487499,M,35,2,20818,Poltergeist (1982),Horror|Thriller,False
539657,4090,1220,4,965426878,M,56,6,77379,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
877264,1496,1762,3,974750618,M,25,17,94108,Deep Rising (1998),Action|Horror|Sci-Fi,False
874787,4169,1526,3,976589896,M,50,0,66048,Fathers' Day (1997),Comedy,False
236727,5565,3793,4,1000156332,M,18,17,02114,X-Men (2000),Action|Sci-Fi,False
723619,3281,1047,4,968168275,M,25,17,79705,"Long Kiss Goodnight, The (1996)",Action|Thriller,False
616076,5458,2605,2,967880805,F,18,2,98102,Entrapment (1999),Crime|Thriller,False
674229,1513,940,4,974747039,F,35,16,95003,"Adventures of Robin Hood, The (1938)",Action|Adventure,False
147164,1523,1953,4,974746070,M,25,17,95209,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
345271,3934,2100,3,965704281,M,25,0,44512,Splash (1984),Comedy|Fantasy|Romance,False
514720,3208,2005,4,968554725,M,25,14,30342,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
