"id","submitted","areas_of_interest","subinterests"
16350,1377187743,"Cloud Services,Commerce,Consumer Electronics,Enterprise Software,Events,Green,Local,Media,Mobile,Music,Payments,Photos,Productivity Tools,Robotics,Small Businesses,Smart Home,Social Impact,Sports,Transportation,Travel,Video,Wearable Tech","Content,Movies/Film,News,TV"
16351,1377188072,"Advertising,Cloud Services,Commerce,Data & Analytics,Enterprise Software,Green,Mobile,Small Businesses",NULL
16352,1377188135,"Advertising,Cloud Services,Commerce,Games,Healthcare,Mobile,Music,Photos,Productivity Tools,Small Businesses,Social Impact,Travel,Video",""
16353,1377189248,"Enterprise Software,Events,Social Impact",NULL
16354,1377189478,"3D Printing,Cloud Services,Consumer Electronics,Data & Analytics,Education,Hardware,Local,Media,Mobile,Robotics,Smart Home,Sports,Transportation,Video,Wearable Tech","Content"
16355,1377192628,"3D Printing,Cloud Services,Data & Analytics,Education,Media,Mobile,Wearable Tech","Content,Movies/Film,News,TV"
16356,1377193498,"Advertising,Cloud Services,Commerce,Education,Financial Services,Hardware,Healthcare,Mobile,Productivity Tools,Small Businesses,Travel","Edutainment,Fitness,Nutrition"
16357,1377193720,"Advertising,Cloud Services,Commerce,Data & Analytics,Dating,Education,Enterprise Software,Financial Services,Green,Media,Mobile,Music,Payments,Photos,Productivity Tools,Small Businesses,Social Impact,Video","Edutainment,Higher Education,Content,Movies/Film,News,TV"
16358,1377194423,"Media,Mobile,Music,Productivity Tools,Small Businesses,Travel","Content,Movies/Film"
16360,1377195820,"3D Printing,Hardware,Healthcare,Robotics","Medical Devices"
16361,1377196856,"Advertising,Cloud Services,Data & Analytics,Education,Events,Green,Local,Mobile,Music,Photos,Productivity Tools,Recruiting,Smart Home,Social Impact,Transportation,Travel","Lifelong Learning (outside of school)"
16362,1377197252,"3D Printing,Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Games,Hardware,Mobile,Payments,Productivity Tools,Recruiting",NULL
16363,1377197370,"Dating,Mobile,Music,Photos,Productivity Tools,Recruiting,Social Impact,Travel,Wearable Tech",NULL
16364,1377197591,"Advertising,Commerce,Consumer Electronics,Data & Analytics,Games,Green,Local,Mobile,Payments,Productivity Tools,Small Businesses,Smart Home,Social Impact,Transportation,Travel",NULL
16365,1377198814,"Cloud Services,Data & Analytics,Enterprise Software,Hardware,Healthcare,Mobile,Smart Home,Wearable Tech","Quantified-self,Wellness,Medical Devices"
16366,1377200071,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Games,Local,Media,Mobile,Music,Payments,Productivity Tools,Recruiting,Robotics,Small Businesses,Social Impact,Video","Content,Movies/Film,News,TV"
16367,1377200899,"Cloud Services,Data & Analytics,Enterprise Software,Hardware,Mobile,Payments,Productivity Tools,Sports",NULL
16368,1377202269,"Cloud Services,Commerce,Data & Analytics,Education,Enterprise Software,Events,Fashion,Financial Services,Green,Healthcare,Mobile,Music,Payments,Photos,Productivity Tools,Small Businesses,Social Impact,Travel","Fitness,Nutrition"
16369,1377202375,"3D Printing,Hardware,Productivity Tools,Small Businesses",NULL
16407,1377271480,"Advertising,Cloud Services,Commerce,Mobile",NULL
16370,1377204030,"Cloud Services,Commerce,Green,Social Impact",NULL
16371,1377206849,"3D Printing,Advertising,Cloud Services,Commerce,Education,Enterprise Software,Events,Financial Services,Media,Productivity Tools,Recruiting,Wearable Tech","Content,News"
16372,1377207690,"Advertising,Commerce,Data & Analytics,Dating,Education,Games,Media,Mobile,Sports,Travel,Video,Wearable Tech","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school),Content,Movies/Film,News,TV"
16373,1377210016,"Advertising,Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Hardware,Local,Mobile,Payments,Productivity Tools,Recruiting,Small Businesses,Travel",NULL
16374,1377215050,"3D Printing,Consumer Electronics,Hardware,Healthcare,Payments,Robotics,Smart Home,Sports,Transportation,Wearable Tech","Fitness,Quantified-self,Medical Devices"
16375,1377215815,"Advertising,Data & Analytics,Mobile,Social Impact",NULL
16376,1377216410,"3D Printing,Consumer Electronics,Data & Analytics,Enterprise Software,Fashion,Games,Hardware,Local,Mobile,Payments,Small Businesses,Smart Home,Social Impact,Sports,Wearable Tech",NULL
16377,1377219119,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Fashion,Media,Mobile,Productivity Tools,Small Businesses","Content,News"
16378,1377221900,"Data & Analytics,Enterprise Software,Healthcare,Mobile,Productivity Tools",NULL
16379,1377223352,"Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Enterprise Software,Hardware,Mobile,Payments,Robotics,Smart Home",NULL
16380,1377232377,"Education,Mobile",NULL
16381,1377234949,"Advertising,Games",NULL
16382,1377237991,"Data & Analytics,Education,Mobile,Productivity Tools",""
16383,1377239839,"Advertising,Cloud Services,Photos,Productivity Tools,Recruiting,Small Businesses,Travel",NULL
16384,1377244775,"Education,Productivity Tools","Lifelong Learning (outside of school)"
16385,1377251214,"Data & Analytics,Fashion,Music,Small Businesses,Sports",NULL
16386,1377252393,"Individualized Learning,Int'l Development (Outside US/Canada),K-12",NULL
16387,1377253033,"3D Printing,Consumer Electronics,Data & Analytics,Enterprise Software,Events,Green,Hardware,Robotics,Smart Home,Wearable Tech",NULL
16388,1377253575,"Consumer Electronics,Media,Mobile,Music,Photos,Video","Content,Movies/Film,News,TV"
16389,1377254475,"Cloud Services,Data & Analytics,Small Businesses",NULL
16390,1377256188,"Commerce,Dating,Music,Recruiting,Sports",NULL
16391,1377256605,"3D Printing,Dating,Photos,Productivity Tools,Small Businesses,Travel",NULL
16392,1377257412,"Games,Mobile,Music,Robotics,Social Impact",NULL
16393,1377257875,"Cloud Services,Commerce,Data & Analytics,Financial Services,Healthcare,Payments,Productivity Tools,Recruiting,Small Businesses,Smart Home,Travel","Quantified-self,Records"
16394,1377258960,"Financial Services,Payments,Social Impact",NULL
16395,1377259838,"3D Printing,Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Dating,Enterprise Software,Events,Hardware,Healthcare,Local,Media,Mobile,Payments,Photos,Robotics,Small Businesses,Smart Home,Social Impact,Transportation,Video,Wearable Tech","Quantified-self,Medical Devices,Content,News"
16396,1377264822,"Family,Int'l Development (Outside US/Canada)",NULL
16397,1377265158,"Advertising,Consumer Electronics,Data & Analytics,Events,Hardware,Local,Productivity Tools,Robotics,Small Businesses,Transportation,Travel,Wearable Tech",NULL
16398,1377266320,"Advertising,Data & Analytics,Media,Mobile,Social Impact",NULL
16399,1377267046,"Advertising,Commerce,Events,Fashion,Local,Photos,Small Businesses,Travel",NULL
16400,1377267308,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Green,Mobile,Small Businesses,Social Impact",NULL
16401,1377267437,"Cloud Services,Data & Analytics,Healthcare",NULL
16402,1377267594,"3D Printing,Cloud Services,Commerce,Data & Analytics,Enterprise Software,Mobile,Payments,Productivity Tools,Robotics,Small Businesses,Smart Home,Social Impact,Video,Wearable Tech",NULL
16403,1377269059,"Advertising,Cloud Services,Data & Analytics",NULL
16404,1377269598,"Cloud Services",NULL
16405,1377270024,"Cloud Services",NULL
16406,1377270429,"Cloud Services,Mobile,Photos,Video",""
16408,1377272773,"Advertising,Cloud Services,Consumer Electronics,Events,Mobile,Music,Productivity Tools,Small Businesses,Social Impact,Sports,Wearable Tech",NULL
16409,1377273019,"3D Printing,Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Payments,Productivity Tools,Small Businesses",NULL
16410,1377273394,"Commerce,Data & Analytics,Education,Events,Local,Recruiting,Small Businesses,Social Impact",NULL
16411,1377274769,"Data & Analytics",NULL
16412,1377277532,"Events,Fashion,Financial Services,Music,Productivity Tools,Small Businesses",NULL
16413,1377278588,"Cloud Services,Enterprise Software,Productivity Tools",NULL
16414,1377279349,"Games",NULL
16415,1377279751,"3D Printing,Consumer Electronics,Hardware,Local,Smart Home,Sports,Travel,Wearable Tech",NULL
16421,1377283651,"Advertising,Commerce,Consumer Electronics,Data & Analytics,Fashion,Financial Services,Healthcare,Media,Mobile,Social Impact,Sports,Travel","Fitness,Nutrition,Wellness,Medical Devices,Content,Movies/Film"
16416,1377280937,"Cloud Services,Consumer Electronics,Education,Hardware,Mobile,Robotics,Small Businesses,Smart Home,Transportation,Wearable Tech","In-classroom learning (K-12),Youth Leadership"
16417,1377281873,"Commerce,Education,Enterprise Software,Mobile,Music,Productivity Tools,Recruiting,Small Businesses,Social Impact,Sports,Travel","Lifelong Learning (outside of school),Youth Leadership"
16418,1377282363,"Cloud Services,Data & Analytics,Enterprise Software,Events,Healthcare,Mobile,Social Impact,Travel",""
16424,1377284621,"Consumer Electronics,Data & Analytics,Education,Games,Hardware,Mobile,Robotics","Edutainment,Youth Leadership"
16419,1377282777,"3D Printing,Commerce,Consumer Electronics,Hardware,Music,Transportation",NULL
16420,1377283319,"Advertising,Cloud Services,Commerce,Data & Analytics,Enterprise Software,Healthcare,Local,Media,Mobile,Music,Productivity Tools,Recruiting,Robotics,Small Businesses,Social Impact,Travel,Wearable Tech","Fitness,Quantified-self,Wellness,Content"
16422,1377283709,"Consumer Electronics,Games,Hardware,Healthcare,Mobile,Music,Robotics,Smart Home,Social Impact,Sports,Transportation,Wearable Tech","Fitness,Quantified-self,Wellness,Medical Devices"
16423,1377283819,"Consumer Electronics,Hardware,Robotics",NULL
16425,1377284808,"Data & Analytics,Payments,Social Impact",NULL
16426,1377285341,"Advertising,Commerce,Data & Analytics,Games,Recruiting,Wearable Tech",""
16427,1377285523,"Advertising,Cloud Services,Commerce,Data & Analytics,Education,Enterprise Software,Mobile,Recruiting,Small Businesses","Lifelong Learning (outside of school)"
16428,1377286627,"Education,Enterprise Software,Games,Green","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school),Higher Education"
16429,1377287189,"Small Businesses",NULL
16430,1377287819,"Consumer Electronics,Games,Hardware,Media,Mobile,Wearable Tech",""
16431,1377289696,"Cloud Services,Commerce,Data & Analytics,Financial Services,Games,Media,Mobile,Payments,Smart Home,Social Impact,Sports,Video","Content,Movies/Film,TV"
16432,1377292096,"Advertising,Cloud Services,Commerce,Games,Media,Mobile,Productivity Tools,Small Businesses,Smart Home,Sports","Content,TV"
16433,1377292769,"Financial Services",NULL
16434,1377298054,"Education,Individualized Learning,Int'l Development (Outside US/Canada)",NULL
16435,1377299103,"Cloud Services,Data & Analytics,Mobile,Sports",NULL
16436,1377299925,"Advertising,Commerce,Data & Analytics,Education,Local,Media,Small Businesses,Social Impact",NULL
16437,1377302095,"Cloud Services,Enterprise Software,Fashion,Financial Services,Payments,Sports",NULL
16438,1377302410,"3D Printing,Consumer Electronics,Data & Analytics,Green,Hardware,Healthcare,Music,Robotics,Smart Home,Transportation,Wearable Tech","Medical Devices"
16439,1377304307,"Dating,Events,Fashion,Healthcare,Local,Music","Wellness"
16440,1377306233,"3D Printing,Commerce,Consumer Electronics,Robotics,Small Businesses,Transportation",NULL
16441,1377306722,"Cloud Services,Data & Analytics,Enterprise Software,Productivity Tools,Small Businesses",NULL
16442,1377310655,"Education","Lifelong Learning (outside of school)"
16443,1377315181,"Advertising,Commerce,Consumer Electronics,Data & Analytics,Dating,Enterprise Software,Events,Fashion,Healthcare,Photos,Productivity Tools,Recruiting,Sports",""
16444,1377315769,"Commerce,Fashion,Local,Mobile,Small Businesses,Travel",NULL
16445,1377320344,"Cloud Services,Data & Analytics",NULL
16446,1377320368,"Healthcare,Robotics,Sports,Wearable Tech","Fitness,Nutrition,Wellness,Medical Devices"
16447,1377328635,"Fashion",NULL
16448,1377329038,"Dating,Mobile",NULL
16449,1377334038,"Education,Youth Leadership","Lifelong Learning (outside of school)"
16450,1377334834,"Cloud Services,Healthcare,Mobile",NULL
16451,1377344240,"Advertising,Cloud Services,Data & Analytics,Education,Events,Games,Local,Media,Payments,Photos,Productivity Tools,Social Impact,Sports,Video","Lifelong Learning (outside of school),Content"
16452,1377346747,"Mobile,Music,Social Impact,Travel",NULL
16453,1377356343,"Education,Green,Local,Small Businesses,Smart Home,Social Impact,Transportation","Lifelong Learning (outside of school)"
16455,1377363840,"Commerce,Consumer Electronics,Enterprise Software,Games,Green,Hardware,Mobile,Music,Productivity Tools,Robotics,Smart Home,Sports,Transportation",NULL
16456,1377370686,"Cloud Services,Commerce,Financial Services,Media,Mobile,Productivity Tools,Small Businesses,Smart Home,Social Impact,Transportation,Video",""
16457,1377371804,"Cloud Services,Enterprise Software,Green,Local,Mobile,Productivity Tools,Smart Home,Social Impact,Transportation",NULL
16458,1377373219,"Data & Analytics",NULL
16459,1377374023,"Media,Video","Movies/Film,News"
16460,1377374609,"Education,Healthcare","Wellness"
16461,1377377644,"Commerce,Data & Analytics,Enterprise Software,Fashion,Games,Green,Local,Social Impact",NULL
16462,1377383772,"Advertising,Media,Video","Movies/Film"
16463,1377383877,"Cloud Services,Education,Wearable Tech",NULL
16464,1377387950,"Cloud Services,Data & Analytics,Healthcare,Mobile,Payments,Productivity Tools,Robotics,Small Businesses","Records,Wellness"
16465,1377390488,"Cloud Services,Commerce,Education,Enterprise Software,Hardware,Mobile,Small Businesses,Social Impact","Youth Leadership"
16466,1377399150,"Advertising,Commerce,Dating,Events,Fashion,Music,Social Impact,Travel",""
16467,1377401457,"3D Printing,Consumer Electronics,Hardware,Robotics,Wearable Tech",NULL
16468,1377411686,"3D Printing,Fashion,Smart Home,Travel,Wearable Tech",NULL
16469,1377414039,"Enterprise Software,Local,Mobile,Productivity Tools,Small Businesses,Smart Home",NULL
16470,1377415163,"Cloud Services,Consumer Electronics,Data & Analytics,Education,Financial Services,Green,Hardware,Healthcare,Local,Media,Mobile,Payments,Photos,Robotics,Small Businesses,Smart Home,Social Impact,Travel,Wearable Tech","Fitness,Quantified-self,Wellness"
16471,1377416012,"Cloud Services,Data & Analytics,Enterprise Software",NULL
16472,1377428496,"Events",NULL
16474,1377436297,"Enterprise Software,Financial Services,Small Businesses",NULL
16473,1377433627,"3D Printing,Consumer Electronics,Data & Analytics,Financial Services,Games,Hardware,Healthcare,Mobile,Robotics,Smart Home,Social Impact,Wearable Tech","Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices"
16475,1377437154,"Commerce,Data & Analytics,Education,Healthcare,Mobile,Photos,Productivity Tools,Social Impact",NULL
16476,1377437412,"Enterprise Software,Financial Services,Payments,Productivity Tools",NULL
16477,1377444039,"Education,Small Businesses",NULL
16478,1377446485,"Games,Media",NULL
16479,1377446488,"3D Printing,Cloud Services,Consumer Electronics,Data & Analytics,Enterprise Software,Games,Green,Hardware,Healthcare,Media,Mobile,Music,Robotics,Small Businesses,Smart Home,Social Impact,Transportation,Video,Wearable Tech","Medical Devices,Movies/Film"
16480,1377446772,"Cloud Services,Data & Analytics,Enterprise Software,Productivity Tools,Social Impact",NULL
16481,1377449212,"Advertising,Commerce,Data & Analytics,Enterprise Software,Events,Local,Media,Mobile,Payments","Content"
16482,1377449513,"Commerce,Data & Analytics,Dating,Local,Mobile,Productivity Tools,Smart Home,Sports",NULL
16483,1377449806,"Media","News"
16484,1377450989,"3D Printing,Green,Hardware,Healthcare,Smart Home","Medical Devices"
16485,1377458063,"Advertising,Healthcare,Media,Mobile,Photos,Small Businesses","Movies/Film,TV"
